GeoFips,GeoName,Income
17135,Montgomery IL,30756
17137,Morgan IL,35348
17139,Moultrie IL,55320
17141,Ogle IL,38035
17143,Peoria IL,47005
17145,Perry IL,31495
17147,Piatt IL,45694
17149,Pike IL,34269
17151,Pope IL,26759
17153,Pulaski IL,31227
17155,Putnam IL,48875
17157,Randolph IL,31297
17159,Richland IL,35809
17161,Rock Island IL,39215
17165,Saline IL,34716
17167,Sangamon IL,40564
17169,Schuyler IL,37294
17171,Scott IL,34439
17173,Shelby IL,33469
17163,St. Clair IL,37768
17175,Stark IL,37514
17177,Stephenson IL,36084
17179,Tazewell IL,41852
17181,Union IL,35044
17183,Vermilion IL,33928
17185,Wabash IL,38499
17187,Warren IL,34779
17189,Washington IL,42138
17191,Wayne IL,36809
17193,White IL,40704
17195,Whiteside IL,37576
17197,Will IL,43342
17199,Williamson IL,38737
17201,Winnebago IL,35534
17203,Woodford IL,45484
18001,Adams IN,33364
18003,Allen IN,38245
18005,Bartholomew IN,43742
18007,Benton IN,36105
18009,Blackford IN,32188
18011,Boone IN,57917
18013,Brown IN,38684
18015,Carroll IN,36732
18017,Cass IN,32530
18019,Clark IN,37966
18021,Clay IN,31756
18023,Clinton IN,32717
18025,Crawford IN,28016
18027,Daviess IN,34950
18029,Dearborn IN,39125
18031,Decatur IN,36138
18033,DeKalb IN,36092
18035,Delaware IN,30881
18037,Dubois IN,45627
18039,Elkhart IN,34752
18041,Fayette IN,32723
18043,Floyd IN,43094
18045,Fountain IN,34860
18047,Franklin IN,39742
18049,Fulton IN,35524
18051,Gibson IN,36909
18053,Grant IN,33529
18055,Greene IN,33648
18057,Hamilton IN,60584
18059,Hancock IN,42478
18061,Harrison IN,36141
18063,Hendricks IN,40995
18065,Henry IN,31404
18067,Howard IN,34303
18069,Huntington IN,35175
18071,Jackson IN,37082
18073,Jasper IN,38215
18075,Jay IN,33657
18077,Jefferson IN,35507
18079,Jennings IN,32243
18081,Johnson IN,40968
18083,Knox IN,37654
18085,Kosciusko IN,38580
18087,Lagrange IN,31168
18089,Lake IN,37101
18091,LaPorte IN,35686
18093,Lawrence IN,33327
18095,Madison IN,31526
18097,Marion IN,45450
18099,Marshall IN,34176
18101,Martin IN,33241
18103,Miami IN,28597
18105,Monroe IN,34103
18107,Montgomery IN,34662
18109,Morgan IN,37058
18111,Newton IN,35310
18113,Noble IN,32715
18115,Ohio IN,34867
18117,Orange IN,32055
18119,Owen IN,31976
18121,Parke IN,29922
18123,Perry IN,30581
18125,Pike IN,33979
18127,Porter IN,44149
18129,Posey IN,41444
18131,Pulaski IN,37826
18133,Putnam IN,30402
18135,Randolph IN,32473
18137,Ripley IN,35260
18139,Rush IN,36403
18143,Scott IN,30884
18145,Shelby IN,36392
18147,Spencer IN,36323
18141,St. Joseph IN,38538
18149,Starke IN,29837
18151,Steuben IN,35358
18153,Sullivan IN,30597
18155,Switzerland IN,27260
18157,Tippecanoe IN,33620
18159,Tipton IN,38202
18161,Union IN,30774
18163,Vanderburgh IN,42163
18165,Vermillion IN,33025
18167,Vigo IN,32975
18169,Wabash IN,36105
18171,Warren IN,39876
18173,Warrick IN,46162
18175,Washington IN,31253
18177,Wayne IN,34090
18179,Wells IN,36329
18181,White IN,36466
18183,Whitley IN,37391
19001,Adair IA,40842
19003,Adams IA,47507
19005,Allamakee IA,38296
19007,Appanoose IA,32140
19009,Audubon IA,44421
19011,Benton IA,44213
19013,Black Hawk IA,38597
19015,Boone IA,43106
19017,Bremer IA,43263
19019,Buchanan IA,41843
19021,Buena Vista IA,43137
19023,Butler IA,42385
19025,Calhoun IA,45214
19027,Carroll IA,45425
19029,Cass IA,39289
19031,Cedar IA,46593
19033,Cerro Gordo IA,44083
19035,Cherokee IA,47100
19037,Chickasaw IA,44739
19039,Clarke IA,33058
19041,Clay IA,45543
19043,Clayton IA,41942
19045,Clinton IA,38447
19047,Crawford IA,40553
19049,Dallas IA,53459
19051,Davis IA,33538
19053,Decatur IA,28241
19055,Delaware IA,39857
19057,Des Moines IA,39701
19059,Dickinson IA,48798
19061,Dubuque IA,40732
19063,Emmet IA,40098
19065,Fayette IA,38262
19067,Floyd IA,38157
19069,Franklin IA,47849
19071,Fremont IA,43961
19073,Greene IA,46426
19075,Grundy IA,49334
19077,Guthrie IA,43540
19079,Hamilton IA,44033
19081,Hancock IA,46968
19083,Hardin IA,48017
19085,Harrison IA,40213
19087,Henry IA,37064
19089,Howard IA,43881
19091,Humboldt IA,43831
19093,Ida IA,45443
19095,Iowa IA,46713
19097,Jackson IA,37957
19099,Jasper IA,37546
19101,Jefferson IA,36734
19103,Johnson IA,44409
19105,Jones IA,37535
19107,Keokuk IA,40951
19109,Kossuth IA,49373
19111,Lee IA,34577
19113,Linn IA,45344
19115,Louisa IA,37024
19117,Lucas IA,34712
19119,Lyon IA,51213
19121,Madison IA,40441
19123,Mahaska IA,36646
19125,Marion IA,39552
19127,Marshall IA,36954
19129,Mills IA,50049
19131,Mitchell IA,47705
19133,Monona IA,39287
19135,Monroe IA,34764
19137,Montgomery IA,37278
19139,Muscatine IA,39940
19141,O'Brien IA,48820
19143,Osceola IA,50721
19145,Page IA,36827
19147,Palo Alto IA,49800
19149,Plymouth IA,46544
19151,Pocahontas IA,49868
19153,Polk IA,45776
19155,Pottawattamie IA,38388
19157,Poweshiek IA,40435
19159,Ringgold IA,37289
19161,Sac IA,48658
19163,Scott IA,47371
19165,Shelby IA,46272
19167,Sioux IA,43515
19169,Story IA,38740
19171,Tama IA,41512
19173,Taylor IA,37242
19175,Union IA,35437
19177,Van Buren IA,33877
19179,Wapello IA,32859
19181,Warren IA,41575
19183,Washington IA,45498
19185,Wayne IA,34982
19187,Webster IA,38910
19189,Winnebago IA,40928
19191,Winneshiek IA,40461
19193,Woodbury IA,36713
19195,Worth IA,41441
19197,Wright IA,47543
09003,Capitol CT,53574
09001,Greater Bridgeport CT,101729
09007,Lower Connecticut River Valley CT,56630
09009,Naugatuk Valley CT,46896
09015,Northeastern Connecticut CT,38845
09005,Northwest Hills CT,53868
09009,South Central Connecticut CT,46896
09011,Southeastern Connecticut CT,48410
09001,Western Connecticut CT,101729
11001,District of Columbia DC,67470
10001,Kent DE,35582
10003,New Castle DE,47407
10005,Sussex DE,40723

